id,name,full_name,owner,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,size,license,url,clone_url,topics
3678731,webpack,webpack/webpack,webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",JavaScript,65830,9190,65830,207,2012-03-10T10:08:14Z,2025-12-18T03:26:18Z,2025-12-18T03:03:27Z,75943,MIT License,https://github.com/webpack/webpack,https://github.com/webpack/webpack.git,"amd, build-tool, commonjs, compiler, es2015, es6, esm, javascript, javascript-compiler, javascript-modules, loaders, module-bundler, plugins, web, web-performance, webpack"
2656556,zotero,zotero/zotero,zotero,"Zotero is a free, easy-to-use tool to help you collect, organize, annotate, cite, and share your research sources.",JavaScript,13017,918,13017,1570,2011-10-27T07:46:48Z,2025-12-18T06:12:51Z,2025-12-18T05:36:29Z,229141,Other,https://github.com/zotero/zotero,https://github.com/zotero/zotero.git,
44416666,minimal-repro,electron/minimal-repro,electron,Clone to try a simple Electron app,JavaScript,11492,4946,11492,14,2015-10-16T23:56:39Z,2025-12-18T01:50:30Z,2025-12-15T18:09:23Z,1315,Creative Commons Zero v1.0 Universal,https://github.com/electron/minimal-repro,https://github.com/electron/minimal-repro.git,
995029641,claude-flow,ruvnet/claude-flow,ruvnet,"🌊 The leading agent orchestration platform for Claude. Deploy intelligent multi-agent swarms, coordinate autonomous workflows, and build conversational AI systems. Features    enterprise-grade architecture, distributed swarm intelligence, RAG integration, and native Claude Code support via MCP protocol. Ranked #1 in agent-based frameworks.",JavaScript,10698,1401,10698,311,2025-06-02T21:24:20Z,2025-12-18T06:03:15Z,2025-12-09T15:53:41Z,406629,MIT License,https://github.com/ruvnet/claude-flow,https://github.com/ruvnet/claude-flow.git,"agentic-ai, agentic-engineering, agentic-framework, agentic-rag, agentic-workflow, ai-assistant, ai-tools, anthropic-claude, autonomous-agents, claude-code, codex, huggingface, jules, mcp-server, model-context-protocol, multi-agent, multi-agent-systems, npx, swarm, swarm-intelligence"
261279710,Recoil,facebookexperimental/Recoil,facebookexperimental,"Recoil is an experimental state management library for React apps. It provides several capabilities that are difficult to achieve with React alone, while being compatible with the newest features of React.",JavaScript,19564,1222,19564,323,2020-05-04T19:44:15Z,2025-12-17T04:46:39Z,2025-01-01T08:07:34Z,49827,MIT License,https://github.com/facebookexperimental/Recoil,https://github.com/facebookexperimental/Recoil.git,
7178155,svg.js,svgdotjs/svg.js,svgdotjs,The lightweight library for manipulating and animating SVG,JavaScript,11719,1088,11719,15,2012-12-15T10:26:54Z,2025-12-17T15:38:46Z,2025-09-15T16:21:02Z,11403,Other,https://github.com/svgdotjs/svg.js,https://github.com/svgdotjs/svg.js.git,"animation, javascript, svg, svgjs"
317319347,social-analyzer,qeeqbox/social-analyzer,qeeqbox,"API, CLI, and Web App for analyzing and finding a person's profile in 1000 social media \ websites",JavaScript,19998,1831,19998,31,2020-11-30T19:04:26Z,2025-12-18T05:02:14Z,2025-10-31T19:43:53Z,63226,GNU Affero General Public License v3.0,https://github.com/qeeqbox/social-analyzer,https://github.com/qeeqbox/social-analyzer.git,"analysis, analyzer, cli, information-gathering, javascript, nodejs, nodejs-cli, osint, pentest, pentesting, person-profile, profile, python, reconnaissance, security-tools, social-analyzer, social-media, sosint, username"
70342215,bootstrap-vue,bootstrap-vue/bootstrap-vue,bootstrap-vue,MOVED to https://github.com/bootstrap-vue-next/bootstrap-vue-next,JavaScript,14496,1873,14496,196,2016-10-08T15:59:35Z,2025-12-17T21:21:42Z,2025-11-13T12:52:41Z,54842,MIT License,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue.git,"a11y, accessibility, accessible, bootstrap, bootstrapvue, component-library, components, icons, nuxt, nuxtjs, vue, wai-aria"
86683265,wechat-app-mall,EastWorld/wechat-app-mall,EastWorld,微信小程序商城，微信小程序微店,JavaScript,21499,6691,21499,0,2017-03-30T09:16:15Z,2025-12-18T05:42:10Z,2025-12-17T11:52:23Z,8712,Apache License 2.0,https://github.com/EastWorld/wechat-app-mall,https://github.com/EastWorld/wechat-app-mall.git,
402046,jsPDF,parallax/jsPDF,parallax,Client-side JavaScript PDF generation for everyone.,JavaScript,30890,4791,30890,108,2009-12-06T14:56:32Z,2025-12-18T05:58:55Z,2025-12-11T11:08:05Z,133047,MIT License,https://github.com/parallax/jsPDF,https://github.com/parallax/jsPDF.git,hacktoberfest
12226786,sharp,lovell/sharp,lovell,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",JavaScript,31540,1375,31540,114,2013-08-19T20:24:24Z,2025-12-18T01:45:39Z,2025-12-17T15:08:45Z,58638,Apache License 2.0,https://github.com/lovell/sharp,https://github.com/lovell/sharp.git,"avif, crop, exif, icc, image, image-processing, javascript, jpeg, libvips, nodejs, performance, png, resize, sharp, svg, tiff, webp"
1607357,superagent,forwardemail/superagent,forwardemail,"Ajax for Node.js and browsers (JS HTTP client). Maintained for @forwardemail, @ladjs, @spamscanner, @breejs, @cabinjs, and @lassjs.",JavaScript,16654,1331,16654,181,2011-04-13T02:29:45Z,2025-12-18T00:35:14Z,2025-10-30T01:17:11Z,7027,MIT License,https://github.com/forwardemail/superagent,https://github.com/forwardemail/superagent.git,
15308499,Sortable,SortableJS/Sortable,SortableJS,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,JavaScript,30919,3747,30919,514,2013-12-19T10:10:13Z,2025-12-18T06:13:43Z,2025-05-29T19:31:47Z,2763,MIT License,https://github.com/SortableJS/Sortable,https://github.com/SortableJS/Sortable.git,"drag, drag-and-drop, drag-drop, draggable, droppable, reordering, sort, sortable, touch, ui"
79527893,hyperapp,jorgebucaran/hyperapp,jorgebucaran,1kB-ish JavaScript framework for building hypertext applications,JavaScript,19196,779,19196,13,2017-01-20T05:20:21Z,2025-12-17T15:04:27Z,2025-03-20T01:04:38Z,6946,MIT License,https://github.com/jorgebucaran/hyperapp,https://github.com/jorgebucaran/hyperapp.git,"framework, javascript, vdom, web"
28249537,markdown-it,markdown-it/markdown-it,markdown-it,"Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed",JavaScript,20816,1791,20816,56,2014-12-19T22:54:53Z,2025-12-18T02:24:18Z,2025-09-11T12:21:18Z,3838,MIT License,https://github.com/markdown-it/markdown-it,https://github.com/markdown-it/markdown-it.git,"commonmark, javascript, markdown"
46964895,showdoc,star7th/showdoc,star7th,ShowDoc is a tool greatly applicable for an IT team to share documents online一个非常适合IT团队的在线API文档、技术文档工具,JavaScript,12709,2227,12709,135,2015-11-27T07:03:24Z,2025-12-17T12:55:09Z,2025-12-15T17:02:50Z,24246,Other,https://github.com/star7th/showdoc,https://github.com/star7th/showdoc.git,"api, document, documentation-tool, showdoc"
45646037,plotly.js,plotly/plotly.js,plotly,Open-source JavaScript charting library behind Plotly and Dash,JavaScript,17993,1966,17993,784,2015-11-05T23:27:17Z,2025-12-18T06:10:34Z,2025-12-17T20:12:48Z,1900550,MIT License,https://github.com/plotly/plotly.js,https://github.com/plotly/plotly.js.git,"charting-library, charts, d3, data-visualization, plotly, plotly-dash, regl, visualization, webgl"
4813464,supertest,forwardemail/supertest,forwardemail,"🕷 Super-agent driven library for testing node.js HTTP servers using a fluent API.   Maintained for @forwardemail, @ladjs, @spamscanner, @breejs, @cabinjs, and @lassjs.",JavaScript,14264,778,14264,176,2012-06-27T20:56:12Z,2025-12-17T14:20:09Z,2025-11-21T21:38:39Z,920,MIT License,https://github.com/forwardemail/supertest,https://github.com/forwardemail/supertest.git,"assertions, node, superagent, supertest"
74297382,react-transition-group,reactjs/react-transition-group,reactjs,An easy way to perform animations when a React component enters or leaves the DOM,JavaScript,10257,648,10257,249,2016-11-20T19:29:24Z,2025-12-17T04:39:34Z,2025-12-16T17:10:22Z,11705,Other,https://github.com/reactjs/react-transition-group,https://github.com/reactjs/react-transition-group.git,
17814354,mithril.js,MithrilJS/mithril.js,MithrilJS,A JavaScript Framework for Building Brilliant Applications,JavaScript,14616,928,14616,24,2014-03-17T01:59:39Z,2025-12-17T22:04:26Z,2025-11-26T19:01:01Z,10853,MIT License,https://github.com/MithrilJS/mithril.js,https://github.com/MithrilJS/mithril.js.git,"framework, javascript, mithril, router, vdom, virtual-dom, xhr"
648414,jquery-validation,jquery-validation/jquery-validation,jquery-validation,jQuery Validation Plugin library sources,JavaScript,10345,2748,10345,41,2010-05-05T13:40:20Z,2025-12-16T04:37:36Z,2025-11-14T11:16:28Z,8475,MIT License,https://github.com/jquery-validation/jquery-validation,https://github.com/jquery-validation/jquery-validation.git,"inline-validation, javascript, jquery, jquery-validation"
598164,noVNC,novnc/noVNC,novnc,VNC client web application,JavaScript,13195,2535,13195,102,2010-04-07T01:55:44Z,2025-12-17T21:29:43Z,2025-11-04T09:08:58Z,10716,Other,https://github.com/novnc/noVNC,https://github.com/novnc/noVNC.git,"arraybuffer, html, html-canvas, html5, javascript, modern-browsers, novnc, vnc-client, websockets, websockify, wss"
10290605,typed.js,mattboldt/typed.js,mattboldt,A JavaScript Typing Animation Library,JavaScript,16210,1773,16210,24,2013-05-25T22:17:44Z,2025-12-18T02:41:05Z,2025-02-07T03:30:52Z,5879,MIT License,https://github.com/mattboldt/typed.js,https://github.com/mattboldt/typed.js.git,
164574693,AnotherRedisDesktopManager,qishibo/AnotherRedisDesktopManager,qishibo,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",JavaScript,33604,2688,33604,168,2019-01-08T06:01:56Z,2025-12-18T02:58:58Z,2025-10-16T02:30:58Z,5533,MIT License,https://github.com/qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager.git,"redis, redis-client, redis-cluster, redis-desktop-manager, redis-gui"
3100121,nw.js,nwjs/nw.js,nwjs,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,JavaScript,41528,3874,41528,948,2012-01-04T06:21:10Z,2025-12-18T01:31:58Z,2025-12-07T22:10:24Z,134517,MIT License,https://github.com/nwjs/nw.js,https://github.com/nwjs/nw.js.git,"desktop, javascript, node-webkit, nodejs, nwjs, web-application-framework"
84009,jasmine,jasmine/jasmine,jasmine,Simple JavaScript testing framework for browsers and node.js,JavaScript,15836,2242,15836,13,2008-12-02T23:46:37Z,2025-12-15T14:40:05Z,2025-12-06T19:07:22Z,10964,MIT License,https://github.com/jasmine/jasmine,https://github.com/jasmine/jasmine.git,"jasmine, javascript, tdd, testing"
15720445,marko,marko-js/marko,marko-js,"A declarative, HTML-based language that makes building web apps fun",JavaScript,14273,662,14273,19,2014-01-07T23:58:21Z,2025-12-18T04:24:45Z,2025-12-18T04:29:37Z,42995,MIT License,https://github.com/marko-js/marko,https://github.com/marko-js/marko.git,"client-side-rendering, dom, frontend, isomorphic, javascript, nodejs, server-side-rendering, ui-components, vdom"
92443980,drawio-desktop,jgraph/drawio-desktop,jgraph,Official electron build of draw.io,JavaScript,58512,5530,58512,84,2017-05-25T20:58:42Z,2025-12-18T05:35:43Z,2025-11-17T16:43:18Z,2955,Apache License 2.0,https://github.com/jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop.git,"diagram-editor, electron-app, graphics, javascript-applications"
48242990,snapdrop,SnapDrop/snapdrop,SnapDrop,A Progressive Web App for local file sharing ,JavaScript,19620,1885,19620,294,2015-12-18T15:44:18Z,2025-12-18T05:57:13Z,2025-02-10T10:35:43Z,3571,GNU General Public License v3.0,https://github.com/SnapDrop/snapdrop,https://github.com/SnapDrop/snapdrop.git,"pwa, snapdrop, webrtc"
98789146,evergreen,segmentio/evergreen,segmentio,🌲 Evergreen React UI Framework by Segment,JavaScript,12401,814,12401,80,2017-07-30T10:03:14Z,2025-12-13T13:07:57Z,2025-06-11T04:53:19Z,231668,MIT License,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen.git,"component-library, design-systems, evergreen, react, segment, ui, ui-components"
16089035,wekan,wekan/wekan,wekan,"The Open Source kanban (built with Meteor). Keep variable/table/field names camelCase. For translations, only add Pull Request changes to wekan/i18n/en.i18n.json , other translations are done at https://app.transifex.com/wekan/wekan only.",JavaScript,20745,2956,20745,701,2014-01-21T01:26:28Z,2025-12-17T23:59:20Z,2025-12-17T23:59:13Z,88591,MIT License,https://github.com/wekan/wekan,https://github.com/wekan/wekan.git,"docker-image, foss, javascript, kanban, meteor, real-time, sandstorm, snapcraft, wekan"
43830564,volkswagen,auchenberg/volkswagen,auchenberg,":see_no_evil: Volkswagen detects when your tests are being run in a CI server, and makes them pass.",JavaScript,15401,242,15401,24,2015-10-07T16:51:21Z,2025-12-16T14:08:22Z,2025-10-10T19:17:22Z,249,MIT License,https://github.com/auchenberg/volkswagen,https://github.com/auchenberg/volkswagen.git,"cheat, ci-server, continuous-integration, defeat, javascipt, nodejs, volkswagen"
3750921,nightwatch,nightwatchjs/nightwatch,nightwatchjs,Integrated end-to-end testing framework written in Node.js and using W3C Webdriver API. Developed at @browserstack,JavaScript,11942,1409,11942,334,2012-03-17T21:28:18Z,2025-12-16T14:53:14Z,2025-12-09T14:23:07Z,54707,MIT License,https://github.com/nightwatchjs/nightwatch,https://github.com/nightwatchjs/nightwatch.git,"automated-testing, chromedriver, end-to-end-testing, hacktoberfest, javascript, nightwatch, nightwatchjs, nodejs, selenium, selenium-server, selenium-webdriver, testing, w3c-webdriver, webdriver"
63537249,create-react-app,facebook/create-react-app,facebook,Set up a modern web app by running one command.,JavaScript,103928,27178,103928,2357,2016-07-17T14:55:11Z,2025-12-18T04:05:19Z,2025-02-15T01:32:11Z,25186,MIT License,https://github.com/facebook/create-react-app,https://github.com/facebook/create-react-app.git,"build-tools, react, zero-configuration"
55424670,workbox,GoogleChrome/workbox,GoogleChrome,📦 Workbox: JavaScript libraries for Progressive Web Apps,JavaScript,12844,864,12844,57,2016-04-04T15:55:19Z,2025-12-17T21:22:06Z,2025-12-08T09:19:29Z,21554,MIT License,https://github.com/GoogleChrome/workbox,https://github.com/GoogleChrome/workbox.git,"offline-first, progressive-web-app, service-worker, service-workers, sw-precache, sw-toolbox"
667110339,drawdb,drawdb-io/drawdb,drawdb-io,"Free, simple, and intuitive online database diagram editor and SQL generator.",JavaScript,35188,2732,35188,180,2023-07-16T17:09:20Z,2025-12-18T06:08:36Z,2025-12-07T09:18:03Z,6127,GNU Affero General Public License v3.0,https://github.com/drawdb-io/drawdb,https://github.com/drawdb-io/drawdb.git,"database-schema, diagram-editor, editor, erd, erdiagram, indexeddb, javascript, mariadb, oracle-database, oracle-db, postgresql, react, sql, sql-server, sqlite, svg, tailwindcss"
5830987,joi,hapijs/joi,hapijs,The most powerful data validation library for JS,JavaScript,21189,1511,21189,186,2012-09-16T16:38:06Z,2025-12-16T02:23:03Z,2025-11-19T15:48:42Z,10093,Other,https://github.com/hapijs/joi,https://github.com/hapijs/joi.git,"hapi, javascript, schema, validation"
3556910,sql.js,sql-js/sql.js,sql-js,A javascript library to run SQLite on the web.  ,JavaScript,13455,1098,13455,141,2012-02-27T03:05:49Z,2025-12-17T16:22:35Z,2025-04-14T07:42:11Z,149192,Other,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js.git,"database, emscripten, javascript, sql, sqlite, wasm"
3757512,sails,balderdashy/sails,balderdashy,Realtime MVC Framework for Node.js,JavaScript,22855,1929,22855,591,2012-03-18T19:46:15Z,2025-12-16T17:23:14Z,2025-08-06T19:26:26Z,13181,MIT License,https://github.com/balderdashy/sails,https://github.com/balderdashy/sails.git,
171072967,whatsapp-web.js,pedroslopez/whatsapp-web.js,pedroslopez,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,JavaScript,20371,4710,20371,161,2019-02-17T02:16:02Z,2025-12-18T03:32:39Z,2025-12-18T05:03:17Z,5433,Apache License 2.0,https://github.com/pedroslopez/whatsapp-web.js,https://github.com/pedroslopez/whatsapp-web.js.git,"api, bot, bot-api, hacktoberfest, whatsapp, whatsapp-api, whatsapp-bot, whatsapp-web, whatsapp-web-api"
410480975,NotionNext,tangly1024/NotionNext,tangly1024,"使用 NextJS + Notion API 实现的，支持多种部署方案的静态博客，无需服务器、零门槛搭建网站，为Notion和所有创作者设计。 (A static blog built with NextJS and Notion API, supporting multiple deployment options. No server required, zero threshold to set up a website. Designed for Notion and all creators.)",JavaScript,10799,14031,10799,390,2021-09-26T07:23:22Z,2025-12-18T02:55:26Z,2025-12-16T14:24:57Z,57521,MIT License,https://github.com/tangly1024/NotionNext,https://github.com/tangly1024/NotionNext.git,"blog, nextjs, notion, react, tailwindcss, vercel, zeabur"
382496361,uptime-kuma,louislam/uptime-kuma,louislam,A fancy self-hosted monitoring tool,JavaScript,79919,7122,79919,774,2021-07-03T01:02:42Z,2025-12-18T05:38:35Z,2025-12-18T02:53:48Z,31618,MIT License,https://github.com/louislam/uptime-kuma,https://github.com/louislam/uptime-kuma.git,"docker, monitor, monitoring, responsive, self-hosted, selfhosted, single-page-app, socket-io, uptime, uptime-monitoring, webapp, websocket"
4075232,jsoneditor,josdejong/jsoneditor,josdejong,"A web-based tool to view, edit, format, and validate JSON",JavaScript,12142,2081,12142,228,2012-04-19T13:05:41Z,2025-12-18T02:53:54Z,2025-12-17T08:41:55Z,60971,Apache License 2.0,https://github.com/josdejong/jsoneditor,https://github.com/josdejong/jsoneditor.git,
69495170,fastify,fastify/fastify,fastify,"Fast and low overhead web framework, for Node.js",JavaScript,35216,2533,35216,106,2016-09-28T19:10:14Z,2025-12-17T23:55:34Z,2025-12-15T11:43:04Z,9374,Other,https://github.com/fastify/fastify,https://github.com/fastify/fastify.git,"hacktoberfest, nodejs, performance, speed, webframework"
1013480284,claude-code-templates,davila7/claude-code-templates,davila7,CLI tool for configuring and monitoring Claude Code,JavaScript,12654,1118,12654,61,2025-07-04T01:26:26Z,2025-12-18T04:40:59Z,2025-12-18T03:31:42Z,21063,MIT License,https://github.com/davila7/claude-code-templates,https://github.com/davila7/claude-code-templates.git,"anthropic, anthropic-claude, claude, claude-code"
112150776,eleventy,11ty/eleventy,11ty,A simpler site generator. Transforms a directory of templates (of varying types) into HTML.,JavaScript,19118,555,19118,168,2017-11-27T05:19:00Z,2025-12-18T06:27:34Z,2025-12-16T23:30:17Z,6233,MIT License,https://github.com/11ty/eleventy,https://github.com/11ty/eleventy.git,"blog-engine, documentation-tool, eleventy, javascript, static-site-generator, templates"
23974149,materialize,Dogfalo/materialize,Dogfalo,"Materialize, a CSS Framework based on Material Design",JavaScript,39154,4684,39154,791,2014-09-12T19:35:38Z,2025-12-17T15:17:03Z,2025-08-10T02:17:57Z,165461,MIT License,https://github.com/Dogfalo/materialize,https://github.com/Dogfalo/materialize.git,"css, css-framework, design, framework, javascript, material, material-design"
7530570,appium,appium/appium,appium,"Cross-platform automation framework for all kinds of apps, built on top of the W3C WebDriver protocol",JavaScript,20947,6268,20947,75,2013-01-09T22:49:50Z,2025-12-18T06:33:41Z,2025-12-18T06:33:33Z,226268,Apache License 2.0,https://github.com/appium/appium,https://github.com/appium/appium.git,"android, appium, automation, ios, macos, test-automation, webdriver, windows"
48266773,OSINT-Framework,lockfale/OSINT-Framework,lockfale,OSINT Framework,JavaScript,10290,1679,10290,97,2015-12-19T03:17:20Z,2025-12-18T05:05:16Z,2025-06-16T18:27:29Z,1958,MIT License,https://github.com/lockfale/OSINT-Framework,https://github.com/lockfale/OSINT-Framework.git,"footprinting, intelligence-gathering, osint, osint-framework, osint-resources, reconnaissance"
35640229,rollup,rollup/rollup,rollup,Next-generation ES module bundler,JavaScript,26152,1657,26152,604,2015-05-14T22:26:28Z,2025-12-17T10:57:24Z,2025-12-16T06:25:34Z,32855,Other,https://github.com/rollup/rollup,https://github.com/rollup/rollup.git,
159981830,cli,spicetify/cli,spicetify,"Command-line tool to customize Spotify client. Supports Windows, macOS, and Linux.",JavaScript,21746,825,21746,13,2018-12-01T19:55:18Z,2025-12-18T06:13:05Z,2025-12-18T02:01:19Z,7145,GNU Lesser General Public License v2.1,https://github.com/spicetify/cli,https://github.com/spicetify/cli.git,"command-line, command-line-tool, customization, golang, hacktoberfest, linux, macos, spicetify-cli, spicetify-extensions, spotify, windows"
2744972,ws,websockets/ws,websockets,"Simple to use, blazing fast and thoroughly tested WebSocket client and server for Node.js",JavaScript,22559,2508,22559,6,2011-11-09T22:32:45Z,2025-12-18T03:04:35Z,2025-12-02T13:08:21Z,16854,MIT License,https://github.com/websockets/ws,https://github.com/websockets/ws.git,"javascript, node, nodejs, real-time, rfc-6455, websocket, websocket-client, websocket-compression, websocket-server"
