id,name,full_name,owner,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,size,license,url,clone_url,topics
280567579,EasySpider,NaiboWang/EasySpider,NaiboWang,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,JavaScript,43669,5362,43669,259,2020-07-18T02:41:27Z,2025-12-18T05:34:07Z,2025-12-01T08:39:17Z,145362,GNU Affero General Public License v3.0,https://github.com/NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider.git,"batch-processing, batch-script, code-free, crawler, data-collection, frontend, gui, html, input-parameters, layman, parameters, robotics, rpa, scraper, spider, visual, visualization, visualprogramming, web, www"
10187082,pm2,Unitech/pm2,Unitech,Node.js Production Process Manager with a built-in Load Balancer.,JavaScript,42805,2672,42805,1078,2013-05-21T03:25:25Z,2025-12-17T22:45:14Z,2025-11-26T10:24:50Z,13627,Other,https://github.com/Unitech/pm2,https://github.com/Unitech/pm2.git,"command-line, command-line-tool, deploy, load-balancer, monitoring, node, nodejs, pm2, process-manager, production"
3721224,swiper,nolimits4web/swiper,nolimits4web,Most modern mobile touch slider with hardware accelerated transitions,JavaScript,41669,9720,41669,254,2012-03-14T19:11:45Z,2025-12-17T17:16:27Z,2025-11-03T14:03:18Z,83667,MIT License,https://github.com/nolimits4web/swiper,https://github.com/nolimits4web/swiper.git,"carousel, gallery, mobile, slider, swipe, swiper, touch, touch-events"
49970642,yarn,yarnpkg/yarn,yarnpkg,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,JavaScript,41540,2737,41540,2062,2016-01-19T17:39:16Z,2025-12-18T00:20:19Z,2025-12-16T18:00:26Z,119737,Other,https://github.com/yarnpkg/yarn,https://github.com/yarnpkg/yarn.git,"javascript, npm, package-manager, yarn"
3100121,nw.js,nwjs/nw.js,nwjs,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,JavaScript,41528,3874,41528,948,2012-01-04T06:21:10Z,2025-12-18T01:31:58Z,2025-12-07T22:10:24Z,134517,MIT License,https://github.com/nwjs/nw.js,https://github.com/nwjs/nw.js.git,"desktop, javascript, node-webkit, nodejs, nwjs, web-application-framework"
140687430,uni-app,dcloudio/uni-app,dcloudio,A cross-platform framework using Vue.js,JavaScript,41314,3715,41314,699,2018-07-12T08:52:39Z,2025-12-18T04:06:43Z,2025-12-18T04:04:46Z,7244692,Apache License 2.0,https://github.com/dcloudio/uni-app,https://github.com/dcloudio/uni-app.git,"android, cross-platform, crossplatform, hbuilderx, ios, javascript, miniprogram, uni, uni-app, uniapp, vue, vue3"
44150497,remote-jobs,remoteintech/remote-jobs,remoteintech,A list of semi to fully remote-friendly companies (jobs) in tech.,JavaScript,39788,3912,39788,35,2015-10-13T03:49:25Z,2025-12-18T06:16:50Z,2025-11-14T21:14:52Z,4673,Creative Commons Zero v1.0 Universal,https://github.com/remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs.git,"distributed-companies, hacktoberfest, jobs-search, jobsearch, jobseeker, remote, remote-companies, remote-job, remote-work"
667006,video.js,videojs/video.js,videojs,Video.js - open source HTML5 video player,JavaScript,39382,7522,39382,631,2010-05-14T18:45:10Z,2025-12-18T06:33:59Z,2025-12-11T14:28:25Z,127607,Other,https://github.com/videojs/video.js,https://github.com/videojs/video.js.git,"dash, hls, html, html5, html5-audio, html5-video, javascript, player, video, video-player, videojs"
542284380,bruno,usebruno/bruno,usebruno,Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia),JavaScript,39323,2013,39323,1612,2022-09-27T20:51:45Z,2025-12-18T02:58:41Z,2025-12-17T16:10:24Z,33137,MIT License,https://github.com/usebruno/bruno,https://github.com/usebruno/bruno.git,"api-client, api-testing, automation, developer-tools, git, graphql-client, http-client, javascript, openapi, openapi3, opensource, rest-api, testing, testing-tools"
23974149,materialize,Dogfalo/materialize,Dogfalo,"Materialize, a CSS Framework based on Material Design",JavaScript,39154,4684,39154,791,2014-09-12T19:35:38Z,2025-12-17T15:17:03Z,2025-08-10T02:17:57Z,165461,MIT License,https://github.com/Dogfalo/materialize,https://github.com/Dogfalo/materialize.git,"css, css-framework, design, framework, javascript, material, material-design"
9393759,phaser,phaserjs/phaser,phaserjs,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",JavaScript,38721,7129,38721,121,2013-04-12T12:27:51Z,2025-12-18T06:28:46Z,2025-12-17T23:40:15Z,461660,MIT License,https://github.com/phaserjs/phaser,https://github.com/phaserjs/phaser.git,"canvas, discord-activities, facebook-instant-games, game-development, game-frameworks, gamedev, html5-game-development, javascript, phaser, phaser-development, phaserjs, webgl, youtube-playables"
3065454,impress.js,impress/impress.js,impress,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,JavaScript,38508,6625,38508,67,2011-12-28T22:23:19Z,2025-12-18T03:39:59Z,2025-10-07T12:22:52Z,4465,MIT License,https://github.com/impress/impress.js,https://github.com/impress/impress.js.git,
778556932,desktop,zen-browser/desktop,zen-browser,Welcome to a calmer internet,JavaScript,38459,1209,38459,558,2024-03-28T00:05:55Z,2025-12-18T05:47:16Z,2025-12-17T14:54:21Z,5899922,Mozilla Public License 2.0,https://github.com/zen-browser/desktop,https://github.com/zen-browser/desktop.git,"firefox, firefox-based, firefox-browser, zen-browser"
766341786,puter,HeyPuter/puter,HeyPuter,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable.",JavaScript,37989,3301,37989,261,2024-03-03T01:44:32Z,2025-12-18T06:13:36Z,2025-12-18T04:36:34Z,30584,GNU Affero General Public License v3.0,https://github.com/HeyPuter/puter,https://github.com/HeyPuter/puter.git,"cloud, cloud-os, cloud-storage, desktop, desktop-environment, dropbox, good-first-issue, gui, javascript, nas, open-source, operating-system, os, osjs, puter, remote-desktop, storage, web-desktop, web-os, webtop"
37958358,tesseract.js,naptha/tesseract.js,naptha,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,JavaScript,37602,2351,37602,33,2015-06-24T02:49:52Z,2025-12-18T05:10:47Z,2025-12-15T03:38:16Z,109387,Apache License 2.0,https://github.com/naptha/tesseract.js,https://github.com/naptha/tesseract.js.git,"deep-learning, javascript, ocr, tesseract, webassembly"
97249406,wtfjs,denysdovhan/wtfjs,denysdovhan,🤪 A list of funny and tricky JavaScript examples,JavaScript,37518,2668,37518,45,2017-07-14T15:42:12Z,2025-12-18T02:43:19Z,2025-03-18T13:55:28Z,1501,Do What The F*ck You Want To Public License,https://github.com/denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs.git,"book, handbook, javascript, js, learning, notes, specification, wtf"
352933140,ToolJet,ToolJet/ToolJet,ToolJet,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",JavaScript,37048,4903,37048,966,2021-03-30T08:51:34Z,2025-12-18T02:37:25Z,2025-12-18T06:13:28Z,1495405,GNU Affero General Public License v3.0,https://github.com/ToolJet/ToolJet,https://github.com/ToolJet/ToolJet.git,"ai-app-builder, docker, hacktoberfest, internal-applications, internal-project, internal-tool, internal-tools, javascript, kubernetes, low-code, low-code-development-platform, low-code-framework, no-code, nodejs, reactjs, self-hosted, typescript, web-development-tools, workflow-automation"
94498635,carbon,carbon-app/carbon,carbon-app,:black_heart: Create and share beautiful images of your source code,JavaScript,35828,1970,35828,75,2017-06-16T02:50:28Z,2025-12-18T03:13:25Z,2025-11-15T10:39:29Z,20872,MIT License,https://github.com/carbon-app/carbon,https://github.com/carbon-app/carbon.git,"beautiful, carbon, education, github-gist, javascript, presentation, sharing, snippets, tweet"
11551538,koa,koajs/koa,koajs,Expressive middleware for node.js using ES2017 async functions,JavaScript,35704,3219,35704,24,2013-07-20T18:53:45Z,2025-12-17T07:28:32Z,2025-11-21T15:02:36Z,4139,MIT License,https://github.com/koajs/koa,https://github.com/koajs/koa.git,koa
12972263,fullPage.js,alvarotrigo/fullPage.js,alvarotrigo,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,JavaScript,35479,7210,35479,127,2013-09-20T11:58:29Z,2025-12-17T18:13:49Z,2025-12-17T17:28:17Z,16960,GNU General Public License v3.0,https://github.com/alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js.git,"fullpage, fullscreen, javascript, jquery, mousewheel, onepage, scrolling, sections, slide, slideshow, snap, swipe"
69495170,fastify,fastify/fastify,fastify,"Fast and low overhead web framework, for Node.js",JavaScript,35216,2533,35216,106,2016-09-28T19:10:14Z,2025-12-17T23:55:34Z,2025-12-15T11:43:04Z,9374,Other,https://github.com/fastify/fastify,https://github.com/fastify/fastify.git,"hacktoberfest, nodejs, performance, speed, webframework"
667110339,drawdb,drawdb-io/drawdb,drawdb-io,"Free, simple, and intuitive online database diagram editor and SQL generator.",JavaScript,35188,2732,35188,180,2023-07-16T17:09:20Z,2025-12-18T06:08:36Z,2025-12-07T09:18:03Z,6127,GNU Affero General Public License v3.0,https://github.com/drawdb-io/drawdb,https://github.com/drawdb-io/drawdb.git,"database-schema, diagram-editor, editor, erd, erdiagram, indexeddb, javascript, mariadb, oracle-database, oracle-db, postgresql, react, sql, sql-server, sqlite, svg, tailwindcss"
14370955,hackathon-starter,sahat/hackathon-starter,sahat,A boilerplate for Node.js web applications,JavaScript,35167,8195,35167,18,2013-11-13T17:24:12Z,2025-12-17T13:40:39Z,2025-12-14T08:15:31Z,15420,MIT License,https://github.com/sahat/hackathon-starter,https://github.com/sahat/hackathon-starter.git,"boilerplate, hackathon, hacktoberfest, nodejs, oauth2, starter-kit"
21125024,husky,typicode/husky,typicode,Git hooks made easy 🐶 woof!,JavaScript,34555,1079,34555,101,2014-06-23T12:14:21Z,2025-12-17T21:54:44Z,2025-10-10T23:30:42Z,4441,MIT License,https://github.com/typicode/husky,https://github.com/typicode/husky.git,"commit, git, hooks, pre-commit"
33041711,How-To-Ask-Questions-The-Smart-Way,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,ryanhanwu,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。,JavaScript,34214,5763,34214,10,2015-03-28T16:52:40Z,2025-12-18T04:11:14Z,2025-01-01T19:14:38Z,380,MIT License,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way.git,"rtfm, stfw, translation"
42751014,clipboard.js,zenorocha/clipboard.js,zenorocha,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,JavaScript,34182,3938,34182,13,2015-09-18T23:04:55Z,2025-12-17T16:51:23Z,2025-11-15T10:36:28Z,3229,MIT License,https://github.com/zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js.git,"clipboard, javascript"
99761907,react-beautiful-dnd,atlassian/react-beautiful-dnd,atlassian,Beautiful and accessible drag and drop for lists with React,JavaScript,34055,2736,34055,644,2017-08-09T03:37:15Z,2025-12-18T02:47:42Z,2025-08-18T04:35:31Z,14804,Other,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd.git,"dnd, drag, drag-and-drop, react, reordering, sortable"
97086543,JavaScript,TheAlgorithms/JavaScript,TheAlgorithms,"Algorithms and Data Structures implemented in JavaScript for beginners, following best practices.",JavaScript,33963,5818,33963,187,2017-07-13T06:12:33Z,2025-12-18T06:01:43Z,2025-09-04T04:02:04Z,3013,GNU General Public License v3.0,https://github.com/TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript.git,"algorithm, algorithm-challenges, algorithms, algorithms-implemented, cipher, conversions, cryptography, data-structures, hacktoberfest, javascript, mathematics, search, sort, sorting-algorithms"
164574693,AnotherRedisDesktopManager,qishibo/AnotherRedisDesktopManager,qishibo,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",JavaScript,33604,2688,33604,168,2019-01-08T06:01:56Z,2025-12-18T02:58:58Z,2025-10-16T02:30:58Z,5533,MIT License,https://github.com/qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager.git,"redis, redis-client, redis-cluster, redis-desktop-manager, redis-gui"
74962515,CyberChef,gchq/CyberChef,gchq,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",JavaScript,33474,3771,33474,573,2016-11-28T10:34:07Z,2025-12-18T03:28:36Z,2025-08-06T08:54:32Z,124268,Apache License 2.0,https://github.com/gchq/CyberChef,https://github.com/gchq/CyberChef.git,"compression, data-analysis, data-manipulation, encoding, encryption, hashing, parsing"
11167738,gulp,gulpjs/gulp,gulpjs,A toolkit to automate & enhance your workflow,JavaScript,33036,4202,33036,34,2013-07-04T05:26:06Z,2025-12-16T18:42:08Z,2025-06-01T21:52:54Z,1125,MIT License,https://github.com/gulpjs/gulp,https://github.com/gulpjs/gulp.git,
5405654,learnGitBranching,pcottle/learnGitBranching,pcottle,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!,JavaScript,32895,5937,32895,54,2012-08-13T22:36:09Z,2025-12-17T22:41:44Z,2025-12-17T15:55:12Z,58716,MIT License,https://github.com/pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching.git,
838695230,react-bits,DavidHDev/react-bits,DavidHDev,"An open source collection of animated, interactive & fully customizable React components for building memorable websites.",JavaScript,32381,1418,32381,1,2024-08-06T06:54:54Z,2025-12-18T06:17:55Z,2025-12-16T10:47:38Z,57185,Other,https://github.com/DavidHDev/react-bits,https://github.com/DavidHDev/react-bits.git,"3d, animations, component-library, components, components-library, components-react, css-animations, javascript, react, react-components, reactjs, tailwind, tailwindcss, ui-components, ui-library, web"
1198539,netron,lutzroeder/netron,lutzroeder,"Visualizer for neural network, deep learning and machine learning models",JavaScript,32041,3052,32041,23,2010-12-26T12:53:43Z,2025-12-18T03:34:57Z,2025-12-18T01:51:51Z,74881,MIT License,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron.git,"ai, coreml, deep-learning, deeplearning, keras, machine-learning, machinelearning, ml, neural-network, numpy, onnx, pytorch, safetensors, tensorflow, tensorflow-lite, visualizer"
31085130,lottie-web,airbnb/lottie-web,airbnb,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",JavaScript,31594,2932,31594,840,2015-02-20T21:02:59Z,2025-12-17T14:53:08Z,2025-09-01T09:01:31Z,358131,MIT License,https://github.com/airbnb/lottie-web,https://github.com/airbnb/lottie-web.git,
12226786,sharp,lovell/sharp,lovell,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",JavaScript,31540,1375,31540,114,2013-08-19T20:24:24Z,2025-12-18T01:45:39Z,2025-12-17T15:08:45Z,58638,Apache License 2.0,https://github.com/lovell/sharp,https://github.com/lovell/sharp.git,"avif, crop, exif, icc, image, image-processing, javascript, jpeg, libvips, nodejs, performance, png, resize, sharp, svg, tiff, webp"
15308499,Sortable,SortableJS/Sortable,SortableJS,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,JavaScript,30919,3747,30919,514,2013-12-19T10:10:13Z,2025-12-18T06:13:43Z,2025-05-29T19:31:47Z,2763,MIT License,https://github.com/SortableJS/Sortable,https://github.com/SortableJS/Sortable.git,"drag, drag-and-drop, drag-drop, draggable, droppable, reordering, sort, sortable, touch, ui"
402046,jsPDF,parallax/jsPDF,parallax,Client-side JavaScript PDF generation for everyone.,JavaScript,30890,4791,30890,108,2009-12-06T14:56:32Z,2025-12-18T05:58:55Z,2025-12-11T11:08:05Z,133047,MIT License,https://github.com/parallax/jsPDF,https://github.com/parallax/jsPDF.git,hacktoberfest
74260508,docsify,docsifyjs/docsify,docsifyjs,🃏 A magical documentation site generator.,JavaScript,30736,5844,30736,103,2016-11-20T07:55:43Z,2025-12-18T02:41:51Z,2025-12-17T11:00:44Z,30793,MIT License,https://github.com/docsifyjs/docsify,https://github.com/docsifyjs/docsify.git,"doc, docs, docsify, documentation, documentation-tool, github-pages, markdown, vue"
13584262,webtorrent,webtorrent/webtorrent,webtorrent,⚡️ Streaming torrent client for the web,JavaScript,30627,2787,30627,83,2013-10-15T08:16:40Z,2025-12-18T01:04:48Z,2025-12-17T17:46:55Z,48044,MIT License,https://github.com/webtorrent/webtorrent,https://github.com/webtorrent/webtorrent.git,"bittorrent, browser, hacktoberfest, javascript, nodejs, p2p, streaming, torrent, webrtc, webtorrent"
306977633,AI-Expert-Roadmap,AMAI-GmbH/AI-Expert-Roadmap,AMAI-GmbH,Roadmap to becoming an Artificial Intelligence Expert in 2022,JavaScript,30556,2553,30556,15,2020-10-24T21:49:40Z,2025-12-18T02:59:22Z,2025-09-12T14:59:30Z,414,MIT License,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,https://github.com/AMAI-GmbH/AI-Expert-Roadmap.git,"ai, ai-roadmap, artificial-intelligence, data-analysis, data-science, deep-learning, machine-learning, neural-network, roadmap, study-plan"
42920477,layui,layui/layui,layui,一套遵循原生态开发模式的 Web UI 组件库，采用自身轻量级模块化规范，易上手，可以更简单快速地构建网页界面。,JavaScript,30460,7426,30460,68,2015-09-22T08:12:03Z,2025-12-18T06:17:53Z,2025-12-08T06:37:23Z,30339,MIT License,https://github.com/layui/layui,https://github.com/layui/layui.git,"component-library, css, html, javascript, layui, ui-kit, ui-library"
48626335,vue-cli,vuejs/vue-cli,vuejs,🛠️ webpack-based tooling for Vue.js Development,JavaScript,29669,6289,29669,1069,2015-12-26T23:11:20Z,2025-12-16T01:28:39Z,2025-08-21T10:56:30Z,31134,MIT License,https://github.com/vuejs/vue-cli,https://github.com/vuejs/vue-cli.git,
53370988,lighthouse,GoogleChrome/lighthouse,GoogleChrome,"Automated auditing, performance metrics, and best practices for the web.",JavaScript,29648,9622,29648,495,2016-03-08T01:03:11Z,2025-12-17T19:31:44Z,2025-12-15T21:28:19Z,351934,Apache License 2.0,https://github.com/GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse.git,"audit, best-practices, chrome-devtools, developer-tools, performance-analysis, performance-metrics, pwa, web"
29891188,standard,standard/standard,standard,"🌟 JavaScript Style Guide, with linter & automatic code fixer",JavaScript,29403,2323,29403,129,2015-01-27T01:23:31Z,2025-12-18T03:14:09Z,2025-07-11T08:28:23Z,3752,MIT License,https://github.com/standard/standard,https://github.com/standard/standard.git,"development, ecmascript, es6, eslint, javascript, linter, nodejs, standard, static-code-analysis, style-guide"
30794868,plyr,sampotts/plyr,sampotts,"A simple HTML5, YouTube and Vimeo player",JavaScript,29402,3121,29402,922,2015-02-14T11:33:07Z,2025-12-18T02:39:02Z,2025-08-27T11:18:07Z,66436,MIT License,https://github.com/sampotts/plyr,https://github.com/sampotts/plyr.git,"html5-video, javascript, plyr, vimeo, youtube"
1844251,todomvc,tastejs/todomvc,tastejs,"Helping you select a JavaScript framework - Todo apps for React.js, Angular, Vue and many more",JavaScript,28882,13769,28882,173,2011-06-03T19:56:33Z,2025-12-18T06:25:36Z,2025-06-23T17:35:04Z,76582,Other,https://github.com/tastejs/todomvc,https://github.com/tastejs/todomvc.git,
115720575,immer,immerjs/immer,immerjs,Create the next immutable state by mutating the current one,JavaScript,28782,867,28782,46,2017-12-29T12:25:47Z,2025-12-17T22:19:48Z,2025-12-14T20:43:01Z,6181,MIT License,https://github.com/immerjs/immer,https://github.com/immerjs/immer.git,"immutable, immutables, reducer, redux, state-tree"
18049133,slick,kenwheeler/slick,kenwheeler,the last carousel you'll ever need,JavaScript,28623,5826,28623,1348,2014-03-24T02:10:05Z,2025-12-18T05:12:42Z,2025-11-10T15:01:11Z,3759,MIT License,https://github.com/kenwheeler/slick,https://github.com/kenwheeler/slick.git,
631254164,one-api,songquanpeng/one-api,songquanpeng,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI.",JavaScript,28536,5569,28536,978,2023-04-22T12:39:24Z,2025-12-18T06:32:22Z,2025-11-20T01:15:39Z,15976,MIT License,https://github.com/songquanpeng/one-api,https://github.com/songquanpeng/one-api.git,"api, api-gateway, azure-openai-api, chatgpt, claude, ernie-bot, gemini, gpt, openai, openai-api, proxy"
2055965,swagger-ui,swagger-api/swagger-ui,swagger-api,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.",JavaScript,28452,9249,28452,1336,2011-07-15T22:56:39Z,2025-12-18T05:22:33Z,2025-12-17T08:23:59Z,635464,Apache License 2.0,https://github.com/swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui.git,"hacktoberfest, oas, open-source, openapi, openapi-specification, openapi3, openapi31, rest, rest-api, swagger, swagger-api, swagger-js, swagger-oss, swagger-ui"
